step,loss/policy_loss
2000,-0.010348383177751337
4000,-0.01690003819111423
6000,-0.00972448756287642
8000,-0.020471541688509308
10000,0.0293070645232243
12000,0.03586570426952819
14000,0.06222570990935874
16000,0.08953990826532324
18000,0.024212722238753908
20000,0.03740560600762148
22000,-0.017563672724663422
24000,0.010569359657111511
26000,0.05068836512369827
28000,-0.03751421800507201
30000,0.06733499189246878
32000,0.044774032057871664
34000,0.0969663026870162
36000,0.10364340567817261
38000,0.19161014954291272
40000,-0.018867663340792814
42000,0.04363111561990639
44000,0.06649952363012167
46000,0.10058401637022726
48000,0.15603163122029345
50000,0.10837558085850603
52000,0.12903712632292744
54000,0.16591917328449007
56000,0.13292635306580097
58000,0.18356350892430467
60000,0.2095851356702127
62000,0.1431122681251473
64000,0.12235570771239421
66000,0.17035257972259224
68000,0.1319108620088528
70000,0.1093936580443294
72000,0.18183075763505546
74000,0.10833310093512946
76000,0.15386238880066844
78000,0.18587269397680975
80000,0.1112016724566592
82000,0.16481023822473828
84000,0.19925777873352954
86000,0.10310488411431251
88000,0.12373627702466357
90000,0.18551729194522176
92000,0.13301678297540126
94000,0.11660357800753722
96000,0.0755232227564836
98000,-0.0154850020523449
100000,-0.0019200629662486958
