step,stat/step_time
2000,0.6512753963470459
4000,0.608473539352417
6000,0.6460580825805664
8000,0.6223342418670654
10000,0.5549595355987549
12000,0.6189262866973877
14000,0.5982203483581543
16000,0.5434174537658691
18000,0.6246240139007568
20000,0.5803108215332031
22000,0.5211765766143799
24000,0.5862605571746826
26000,0.6063113212585449
28000,0.658644437789917
30000,0.5655090808868408
32000,0.6223230361938477
34000,0.5997061729431152
36000,0.6028287410736084
38000,0.6097056865692139
40000,0.560112476348877
42000,0.5910835266113281
44000,0.593127965927124
46000,0.5571789741516113
48000,0.5662236213684082
50000,0.6097042560577393
52000,0.5894696712493896
54000,0.5809977054595947
56000,0.5594441890716553
58000,0.5389986038208008
60000,0.6379852294921875
62000,0.5908064842224121
64000,0.5629227161407471
66000,0.5651886463165283
68000,0.5580806732177734
70000,0.5556704998016357
72000,0.5253934860229492
74000,0.5613508224487305
76000,0.5419163703918457
78000,0.807096004486084
80000,0.5721101760864258
82000,0.5528559684753418
84000,0.5493893623352051
86000,0.545215368270874
88000,0.5874912738800049
90000,0.5722057819366455
92000,0.5664792060852051
94000,0.5588350296020508
96000,0.7463424205780029
98000,0.5814511775970459
100000,0.5285568237304688
