step,loss/policy_loss
10000,0.17505504182126788
20000,0.23248711964009358
30000,0.31336431385367014
40000,0.0951907260627876
50000,0.08663238811079067
60000,0.040531581882864404
70000,0.20272850861580366
80000,0.05501352066373142
90000,0.17039623408953816
100000,0.03549249935306698
110000,0.18472005482963327
120000,0.08821868758010033
130000,0.12007144437321962
140000,0.07397249630142654
150000,0.12676485359739345
160000,0.03885901119022438
170000,0.10890785396395855
180000,0.2045886459269084
190000,0.14046168777127963
200000,0.14308928687669098
210000,0.07651246851746492
220000,0.13263332349353663
230000,0.11442420322065591
240000,0.0322423400236964
250000,0.09681347699077003
260000,0.14012287096778833
270000,0.017623669720724915
280000,0.09067814476421332
290000,0.0924908978559012
300000,0.13355315695073983
310000,0.14638114903895397
320000,0.057335371626732426
330000,0.1552404385350461
340000,0.15521733110038086
350000,0.0749040708703663
360000,0.12036891430627547
370000,0.08968631230933828
380000,0.08986020317351495
390000,0.11888011030400228
400000,0.09841105852963387
410000,0.13670640141140977
420000,0.09728884878226121
430000,0.17902899858066904
440000,0.14116582531559346
450000,0.14823595906508688
460000,0.11497315220294062
470000,0.07288859979136177
480000,0.4775444789109618
490000,0.04686244366279069
500000,0.13429838163490113
