step,loss/entropy_loss
2000,-0.9267976442972818
4000,-0.9266422152519226
6000,-0.9265525817871094
8000,-0.9267582893371582
10000,-0.9262471059958142
12000,-0.9268133640289307
14000,-0.9268340468406677
16000,-0.9268340468406677
18000,-0.9268369674682617
20000,-0.9267590045928955
22000,-0.9267590045928955
24000,-0.9267590045928955
26000,-0.9267267405986785
28000,-0.9267253279685974
30000,-0.9268403053283691
32000,-0.9256426692008972
34000,-0.9276314884424209
36000,-0.9298767447471619
38000,-0.9298767447471619
40000,-0.932649552822113
42000,-0.932649552822113
44000,-0.932649552822113
46000,-0.932649552822113
48000,-0.932649552822113
50000,-0.932649552822113
52000,-0.9318329691886902
54000,-0.931796669960022
56000,-0.931796669960022
58000,-0.931796669960022
60000,-0.931796669960022
62000,-0.931796669960022
64000,-0.931796669960022
66000,-0.931796669960022
68000,-0.931796669960022
70000,-0.931796669960022
72000,-0.931796669960022
74000,-0.931796669960022
76000,-0.931796669960022
78000,-0.931796669960022
80000,-0.931796669960022
82000,-0.931796669960022
84000,-0.931796669960022
86000,-0.931796669960022
88000,-0.931796669960022
90000,-0.931796669960022
92000,-0.931796669960022
94000,-0.931796669960022
96000,-0.9312974214553833
98000,-0.9312974214553833
100000,-0.9312974214553833
