step,stat/ep_return
2000,10.157641263135696
4000,6.831531905254989
6000,9.983561342354779
8000,9.340915719206489
10000,9.17609228094916
12000,7.242875685061492
14000,5.490549252982181
16000,8.06835298575988
18000,8.40120560359785
20000,5.788080165441911
22000,7.814434276045579
24000,8.672580797627433
26000,7.880628254663752
28000,6.574580949050078
30000,8.458807959717877
32000,10.997976346988725
34000,6.684112023690432
36000,12.884242193905191
38000,6.9542003465871245
40000,9.232622268075627
42000,6.771517027556444
44000,8.29700331616385
46000,6.7420631443599275
48000,9.946310829273987
50000,8.920370123276395
52000,5.587641513655601
54000,10.909677672191282
56000,7.096696252952164
58000,7.885083052603465
60000,6.153419829644859
62000,7.510010881617191
64000,10.202914300062877
66000,7.77516549535189
68000,7.3580900193496515
70000,7.508998973090931
72000,8.545865085548058
74000,8.276317467965747
76000,10.347817609716449
78000,7.419180049550619
80000,7.2040039492012555
82000,3.5975584549261583
84000,7.730699494215972
86000,7.728121344829717
88000,6.1064705783736875
90000,4.412896718321689
92000,6.817208167101086
94000,7.312494378567521
96000,10.682890575462766
98000,5.5166414927378975
100000,8.049716840346205
