step,stat/ep_reward
2000,0.3631237617469313
4000,0.45219112412073936
6000,0.43250576332611834
8000,0.4443120510342361
10000,0.4842337003609239
12000,0.3697533709599483
14000,0.36679198776908417
16000,0.3992756808560418
18000,0.3743843065678763
20000,0.2908549856261641
22000,0.4119073642391121
24000,0.33538405476447075
26000,0.38854598498959636
28000,0.347273863979266
30000,0.3793890609282365
32000,0.4067681242970588
34000,0.3570865389407182
36000,0.41049419387109526
38000,0.2730042244972358
40000,0.4074729359279411
42000,0.2763832652935985
44000,0.30017614695936984
46000,0.3304150360046816
48000,0.33119243459190306
50000,0.34075313060133655
52000,0.297345166280344
54000,0.37425064117366197
56000,0.2999989694589341
58000,0.3600552226720657
60000,0.2777709602434511
62000,0.2677593865753066
64000,0.3965224075879953
66000,0.29135932824957833
68000,0.2834704202025792
70000,0.36019580581783756
72000,0.33063172940627517
74000,0.31645128906404835
76000,0.3720844758152495
78000,0.28529926810749057
80000,0.30188777953463114
82000,0.22012473639767519
84000,0.26575210356554047
86000,0.32228828304000245
88000,0.3256529219747422
90000,0.20033552436013452
92000,0.27400949324851454
94000,0.34618656877842885
96000,0.3679697407900848
98000,0.26655007444687306
100000,0.34885978423119046
